top,acc,algorithm,protein
0.4,0.647,EPC-map,2nqwA
0.5,0.581,EPC-map,2nqwA
0.6,0.5,EPC-map,2nqwA
0.7,0.433,EPC-map,2nqwA
0.8,0.42,EPC-map,2nqwA
0.9,0.385,EPC-map,2nqwA
1.0,0.368,EPC-map,2nqwA
1.1,0.347,EPC-map,2nqwA
1.2,0.327,EPC-map,2nqwA
1.3,0.31,EPC-map,2nqwA
1.4,0.289,EPC-map,2nqwA
1.5,0.269,EPC-map,2nqwA
0.2,0.632,EPC-map,2ccqA
0.3,0.517,EPC-map,2ccqA
0.4,0.487,EPC-map,2ccqA
0.5,0.449,EPC-map,2ccqA
0.6,0.441,EPC-map,2ccqA
0.7,0.449,EPC-map,2ccqA
0.8,0.43,EPC-map,2ccqA
0.9,0.404,EPC-map,2ccqA
1.0,0.364,EPC-map,2ccqA
1.1,0.361,EPC-map,2ccqA
1.2,0.347,EPC-map,2ccqA
1.3,0.32,EPC-map,2ccqA
1.4,0.297,EPC-map,2ccqA
1.5,0.277,EPC-map,2ccqA
0.2,0.85,EPC-map,2qycA
0.3,0.8,EPC-map,2qycA
0.4,0.75,EPC-map,2qycA
0.5,0.725,EPC-map,2qycA
0.6,0.689,EPC-map,2qycA
0.7,0.634,EPC-map,2qycA
0.8,0.617,EPC-map,2qycA
0.9,0.56,EPC-map,2qycA
1.0,0.529,EPC-map,2qycA
1.1,0.518,EPC-map,2qycA
1.2,0.508,EPC-map,2qycA
1.3,0.492,EPC-map,2qycA
1.4,0.479,EPC-map,2qycA
1.5,0.471,EPC-map,2qycA
0.2,0.043,EPC-map,2rhkA
0.3,0.086,EPC-map,2rhkA
0.4,0.106,EPC-map,2rhkA
0.5,0.119,EPC-map,2rhkA
0.6,0.099,EPC-map,2rhkA
0.7,0.108,EPC-map,2rhkA
0.8,0.126,EPC-map,2rhkA
0.9,0.112,EPC-map,2rhkA
1.0,0.109,EPC-map,2rhkA
1.1,0.1,EPC-map,2rhkA
1.2,0.099,EPC-map,2rhkA
1.3,0.091,EPC-map,2rhkA
1.4,0.09,EPC-map,2rhkA
1.5,0.096,EPC-map,2rhkA
0.2,0.773,EPC-map,3ffyA
0.3,0.758,EPC-map,3ffyA
0.4,0.773,EPC-map,3ffyA
0.5,0.714,EPC-map,3ffyA
0.6,0.701,EPC-map,3ffyA
0.7,0.692,EPC-map,3ffyA
0.8,0.64,EPC-map,3ffyA
0.9,0.63,EPC-map,3ffyA
1.0,0.589,EPC-map,3ffyA
1.1,0.569,EPC-map,3ffyA
1.2,0.552,EPC-map,3ffyA
1.3,0.517,EPC-map,3ffyA
1.4,0.5,EPC-map,3ffyA
1.5,0.482,EPC-map,3ffyA
0.2,0.381,EPC-map,2pspA
0.3,0.387,EPC-map,2pspA
0.4,0.286,EPC-map,2pspA
0.5,0.226,EPC-map,2pspA
0.6,0.206,EPC-map,2pspA
0.7,0.176,EPC-map,2pspA
0.8,0.155,EPC-map,2pspA
0.9,0.158,EPC-map,2pspA
1.0,0.16,EPC-map,2pspA
1.1,0.147,EPC-map,2pspA
1.2,0.142,EPC-map,2pspA
1.3,0.131,EPC-map,2pspA
1.4,0.135,EPC-map,2pspA
1.5,0.138,EPC-map,2pspA
0.2,0.16,EPC-map,2loeA
0.3,0.132,EPC-map,2loeA
0.4,0.16,EPC-map,2loeA
0.5,0.159,EPC-map,2loeA
0.6,0.145,EPC-map,2loeA
0.7,0.125,EPC-map,2loeA
0.8,0.129,EPC-map,2loeA
0.9,0.132,EPC-map,2loeA
1.0,0.118,EPC-map,2loeA
1.1,0.108,EPC-map,2loeA
1.2,0.105,EPC-map,2loeA
1.3,0.097,EPC-map,2loeA
1.4,0.102,EPC-map,2loeA
1.5,0.105,EPC-map,2loeA
0.2,0.167,EPC-map,1pcnA
0.3,0.111,EPC-map,1pcnA
0.4,0.162,EPC-map,1pcnA
0.5,0.13,EPC-map,1pcnA
0.6,0.127,EPC-map,1pcnA
0.7,0.123,EPC-map,1pcnA
0.8,0.149,EPC-map,1pcnA
0.9,0.157,EPC-map,1pcnA
1.0,0.14,EPC-map,1pcnA
1.1,0.147,EPC-map,1pcnA
1.2,0.135,EPC-map,1pcnA
1.3,0.142,EPC-map,1pcnA
1.4,0.131,EPC-map,1pcnA
1.5,0.129,EPC-map,1pcnA
0.2,0.474,EPC-map,2lq7A
0.3,0.345,EPC-map,2lq7A
0.4,0.316,EPC-map,2lq7A
0.5,0.313,EPC-map,2lq7A
0.6,0.259,EPC-map,2lq7A
0.7,0.254,EPC-map,2lq7A
0.8,0.234,EPC-map,2lq7A
0.9,0.218,EPC-map,2lq7A
1.0,0.196,EPC-map,2lq7A
1.1,0.189,EPC-map,2lq7A
1.2,0.181,EPC-map,2lq7A
1.3,0.175,EPC-map,2lq7A
1.4,0.185,EPC-map,2lq7A
1.5,0.186,EPC-map,2lq7A
0.2,0.636,EPC-map,2khqA
0.3,0.636,EPC-map,2khqA
0.4,0.591,EPC-map,2khqA
0.5,0.545,EPC-map,2khqA
0.6,0.5,EPC-map,2khqA
0.7,0.494,EPC-map,2khqA
0.8,0.466,EPC-map,2khqA
0.9,0.444,EPC-map,2khqA
1.0,0.427,EPC-map,2khqA
1.1,0.405,EPC-map,2khqA
1.2,0.402,EPC-map,2khqA
1.3,0.392,EPC-map,2khqA
1.4,0.377,EPC-map,2khqA
1.5,0.364,EPC-map,2khqA
0.2,0.2,EPC-map,2kp6A
0.3,0.13,EPC-map,2kp6A
0.4,0.129,EPC-map,2kp6A
0.5,0.128,EPC-map,2kp6A
0.6,0.106,EPC-map,2kp6A
0.7,0.127,EPC-map,2kp6A
0.8,0.127,EPC-map,2kp6A
0.9,0.113,EPC-map,2kp6A
1.0,0.127,EPC-map,2kp6A
1.1,0.116,EPC-map,2kp6A
1.2,0.106,EPC-map,2kp6A
1.3,0.118,EPC-map,2kp6A
1.4,0.109,EPC-map,2kp6A
1.5,0.102,EPC-map,2kp6A
0.2,0.643,EPC-map,1uj8A
0.3,0.524,EPC-map,1uj8A
0.4,0.448,EPC-map,1uj8A
0.5,0.389,EPC-map,1uj8A
0.6,0.349,EPC-map,1uj8A
0.7,0.333,EPC-map,1uj8A
0.8,0.328,EPC-map,1uj8A
0.9,0.308,EPC-map,1uj8A
1.0,0.301,EPC-map,1uj8A
1.1,0.287,EPC-map,1uj8A
1.2,0.276,EPC-map,1uj8A
1.3,0.255,EPC-map,1uj8A
1.4,0.255,EPC-map,1uj8A
1.5,0.257,EPC-map,1uj8A
0.2,0.438,EPC-map,3ldcA
0.3,0.375,EPC-map,3ldcA
0.4,0.406,EPC-map,3ldcA
0.5,0.366,EPC-map,3ldcA
0.6,0.306,EPC-map,3ldcA
0.7,0.298,EPC-map,3ldcA
0.8,0.277,EPC-map,3ldcA
0.9,0.247,EPC-map,3ldcA
1.0,0.22,EPC-map,3ldcA
1.1,0.233,EPC-map,3ldcA
1.2,0.214,EPC-map,3ldcA
1.3,0.198,EPC-map,3ldcA
1.4,0.211,EPC-map,3ldcA
1.5,0.203,EPC-map,3ldcA
0.2,0.632,EPC-map,2l3uA
0.3,0.517,EPC-map,2l3uA
0.4,0.436,EPC-map,2l3uA
0.5,0.347,EPC-map,2l3uA
0.6,0.328,EPC-map,2l3uA
0.7,0.309,EPC-map,2l3uA
0.8,0.269,EPC-map,2l3uA
0.9,0.25,EPC-map,2l3uA
1.0,0.235,EPC-map,2l3uA
1.1,0.234,EPC-map,2l3uA
1.2,0.222,EPC-map,2l3uA
1.3,0.205,EPC-map,2l3uA
1.4,0.197,EPC-map,2l3uA
1.5,0.19,EPC-map,2l3uA
0.2,0.8,EPC-map,2h3jA
0.3,0.682,EPC-map,2h3jA
0.4,0.533,EPC-map,2h3jA
0.5,0.459,EPC-map,2h3jA
0.6,0.444,EPC-map,2h3jA
0.7,0.404,EPC-map,2h3jA
0.8,0.4,EPC-map,2h3jA
0.9,0.373,EPC-map,2h3jA
1.0,0.373,EPC-map,2h3jA
1.1,0.354,EPC-map,2h3jA
1.2,0.356,EPC-map,2h3jA
1.3,0.351,EPC-map,2h3jA
1.4,0.324,EPC-map,2h3jA
1.5,0.313,EPC-map,2h3jA
0.2,0.591,EPC-map,2e7mA
0.3,0.515,EPC-map,2e7mA
0.4,0.444,EPC-map,2e7mA
0.5,0.393,EPC-map,2e7mA
0.6,0.373,EPC-map,2e7mA
0.7,0.354,EPC-map,2e7mA
0.8,0.333,EPC-map,2e7mA
0.9,0.317,EPC-map,2e7mA
1.0,0.31,EPC-map,2e7mA
1.1,0.29,EPC-map,2e7mA
1.2,0.267,EPC-map,2e7mA
1.3,0.247,EPC-map,2e7mA
1.4,0.234,EPC-map,2e7mA
1.5,0.231,EPC-map,2e7mA
0.2,0.577,EPC-map,1c7kA
0.3,0.487,EPC-map,1c7kA
0.4,0.385,EPC-map,1c7kA
0.5,0.348,EPC-map,1c7kA
0.6,0.316,EPC-map,1c7kA
0.7,0.283,EPC-map,1c7kA
0.8,0.248,EPC-map,1c7kA
0.9,0.229,EPC-map,1c7kA
1.0,0.205,EPC-map,1c7kA
1.1,0.186,EPC-map,1c7kA
1.2,0.171,EPC-map,1c7kA
1.3,0.17,EPC-map,1c7kA
1.4,0.158,EPC-map,1c7kA
1.5,0.167,EPC-map,1c7kA
0.2,0.333,EPC-map,2f9hA
0.3,0.25,EPC-map,2f9hA
0.4,0.25,EPC-map,2f9hA
0.5,0.233,EPC-map,2f9hA
0.6,0.264,EPC-map,2f9hA
0.7,0.238,EPC-map,2f9hA
0.8,0.219,EPC-map,2f9hA
0.9,0.231,EPC-map,2f9hA
1.0,0.215,EPC-map,2f9hA
1.1,0.218,EPC-map,2f9hA
1.2,0.228,EPC-map,2f9hA
1.3,0.21,EPC-map,2f9hA
1.4,0.213,EPC-map,2f9hA
1.5,0.215,EPC-map,2f9hA
0.2,0.818,EPC-map,2cxyA
0.3,0.618,EPC-map,2cxyA
0.4,0.533,EPC-map,2cxyA
0.5,0.474,EPC-map,2cxyA
0.6,0.471,EPC-map,2cxyA
0.7,0.481,EPC-map,2cxyA
0.8,0.462,EPC-map,2cxyA
0.9,0.422,EPC-map,2cxyA
1.0,0.377,EPC-map,2cxyA
1.1,0.36,EPC-map,2cxyA
1.2,0.331,EPC-map,2cxyA
1.3,0.304,EPC-map,2cxyA
1.4,0.302,EPC-map,2cxyA
1.5,0.287,EPC-map,2cxyA
0.2,0.438,EPC-map,3ov5A
0.3,0.375,EPC-map,3ov5A
0.4,0.333,EPC-map,3ov5A
0.5,0.366,EPC-map,3ov5A
0.6,0.327,EPC-map,3ov5A
0.7,0.328,EPC-map,3ov5A
0.8,0.303,EPC-map,3ov5A
0.9,0.284,EPC-map,3ov5A
1.0,0.253,EPC-map,3ov5A
1.1,0.242,EPC-map,3ov5A
1.2,0.232,EPC-map,3ov5A
1.3,0.243,EPC-map,3ov5A
1.4,0.233,EPC-map,3ov5A
1.5,0.218,EPC-map,3ov5A
0.2,0.158,EPC-map,4gioA
0.3,0.179,EPC-map,4gioA
0.4,0.184,EPC-map,4gioA
0.5,0.167,EPC-map,4gioA
0.6,0.158,EPC-map,4gioA
0.7,0.164,EPC-map,4gioA
0.8,0.171,EPC-map,4gioA
0.9,0.151,EPC-map,4gioA
1.0,0.146,EPC-map,4gioA
1.1,0.133,EPC-map,4gioA
1.2,0.122,EPC-map,4gioA
1.3,0.121,EPC-map,4gioA
1.4,0.134,EPC-map,4gioA
1.5,0.139,EPC-map,4gioA
0.2,0.16,EPC-map,1wnaA
0.3,0.132,EPC-map,1wnaA
0.4,0.1,EPC-map,1wnaA
0.5,0.111,EPC-map,1wnaA
0.6,0.105,EPC-map,1wnaA
0.7,0.091,EPC-map,1wnaA
0.8,0.079,EPC-map,1wnaA
0.9,0.079,EPC-map,1wnaA
1.0,0.079,EPC-map,1wnaA
1.1,0.072,EPC-map,1wnaA
1.2,0.066,EPC-map,1wnaA
1.3,0.061,EPC-map,1wnaA
1.4,0.056,EPC-map,1wnaA
1.5,0.053,EPC-map,1wnaA
0.2,0.412,EPC-map,2jspA
0.3,0.385,EPC-map,2jspA
0.4,0.294,EPC-map,2jspA
0.5,0.256,EPC-map,2jspA
0.6,0.231,EPC-map,2jspA
0.7,0.2,EPC-map,2jspA
0.8,0.188,EPC-map,2jspA
0.9,0.167,EPC-map,2jspA
1.0,0.161,EPC-map,2jspA
1.1,0.147,EPC-map,2jspA
1.2,0.135,EPC-map,2jspA
1.3,0.124,EPC-map,2jspA
1.4,0.116,EPC-map,2jspA
1.5,0.115,EPC-map,2jspA
0.2,0.524,EPC-map,2d58A
0.3,0.375,EPC-map,2d58A
0.4,0.286,EPC-map,2d58A
0.5,0.264,EPC-map,2d58A
0.6,0.25,EPC-map,2d58A
0.7,0.216,EPC-map,2d58A
0.8,0.188,EPC-map,2d58A
0.9,0.167,EPC-map,2d58A
1.0,0.15,EPC-map,2d58A
1.1,0.154,EPC-map,2d58A
1.2,0.156,EPC-map,2d58A
1.3,0.144,EPC-map,2d58A
1.4,0.141,EPC-map,2d58A
1.5,0.131,EPC-map,2d58A
0.2,0.737,EPC-map,1pa4A
0.3,0.679,EPC-map,1pa4A
0.4,0.684,EPC-map,1pa4A
0.5,0.646,EPC-map,1pa4A
0.6,0.596,EPC-map,1pa4A
0.7,0.552,EPC-map,1pa4A
0.8,0.526,EPC-map,1pa4A
0.9,0.488,EPC-map,1pa4A
1.0,0.448,EPC-map,1pa4A
1.1,0.448,EPC-map,1pa4A
1.2,0.417,EPC-map,1pa4A
1.3,0.387,EPC-map,1pa4A
1.4,0.366,EPC-map,1pa4A
1.5,0.354,EPC-map,1pa4A
0.2,0.813,EPC-map,2o37A
0.3,0.75,EPC-map,2o37A
0.4,0.594,EPC-map,2o37A
0.5,0.525,EPC-map,2o37A
0.6,0.438,EPC-map,2o37A
0.7,0.393,EPC-map,2o37A
0.8,0.391,EPC-map,2o37A
0.9,0.347,EPC-map,2o37A
1.0,0.309,EPC-map,2o37A
1.1,0.292,EPC-map,2o37A
1.2,0.268,EPC-map,2o37A
1.3,0.257,EPC-map,2o37A
1.4,0.248,EPC-map,2o37A
1.5,0.231,EPC-map,2o37A
0.2,0.316,EPC-map,2z4dA
0.3,0.25,EPC-map,2z4dA
0.4,0.237,EPC-map,2z4dA
0.5,0.188,EPC-map,2z4dA
0.6,0.158,EPC-map,2z4dA
0.7,0.149,EPC-map,2z4dA
0.8,0.132,EPC-map,2z4dA
0.9,0.128,EPC-map,2z4dA
1.0,0.146,EPC-map,2z4dA
1.1,0.133,EPC-map,2z4dA
1.2,0.13,EPC-map,2z4dA
1.3,0.121,EPC-map,2z4dA
1.4,0.119,EPC-map,2z4dA
1.5,0.111,EPC-map,2z4dA
0.2,0.692,EPC-map,1v66A
0.3,0.632,EPC-map,1v66A
0.4,0.577,EPC-map,1v66A
0.5,0.563,EPC-map,1v66A
0.6,0.513,EPC-map,1v66A
0.7,0.467,EPC-map,1v66A
0.8,0.423,EPC-map,1v66A
0.9,0.397,EPC-map,1v66A
1.0,0.354,EPC-map,1v66A
1.1,0.324,EPC-map,1v66A
1.2,0.308,EPC-map,1v66A
1.3,0.298,EPC-map,1v66A
1.4,0.286,EPC-map,1v66A
1.5,0.268,EPC-map,1v66A
0.2,0.095,EPC-map,3nswA
0.3,0.065,EPC-map,3nswA
0.4,0.071,EPC-map,3nswA
0.5,0.113,EPC-map,3nswA
0.6,0.127,EPC-map,3nswA
0.7,0.108,EPC-map,3nswA
0.8,0.107,EPC-map,3nswA
0.9,0.105,EPC-map,3nswA
1.0,0.094,EPC-map,3nswA
1.1,0.086,EPC-map,3nswA
1.2,0.079,EPC-map,3nswA
1.3,0.08,EPC-map,3nswA
1.4,0.074,EPC-map,3nswA
1.5,0.075,EPC-map,3nswA
0.2,0.583,EPC-map,1ijyA
0.3,0.5,EPC-map,1ijyA
0.4,0.417,EPC-map,1ijyA
0.5,0.393,EPC-map,1ijyA
0.6,0.356,EPC-map,1ijyA
0.7,0.329,EPC-map,1ijyA
0.8,0.299,EPC-map,1ijyA
0.9,0.266,EPC-map,1ijyA
1.0,0.254,EPC-map,1ijyA
1.1,0.231,EPC-map,1ijyA
1.2,0.212,EPC-map,1ijyA
1.3,0.203,EPC-map,1ijyA
1.4,0.2,EPC-map,1ijyA
1.5,0.186,EPC-map,1ijyA
0.2,0.368,EPC-map,3mazA
0.3,0.276,EPC-map,3mazA
0.4,0.256,EPC-map,3mazA
0.5,0.245,EPC-map,3mazA
0.6,0.203,EPC-map,3mazA
0.7,0.203,EPC-map,3mazA
0.8,0.19,EPC-map,3mazA
0.9,0.169,EPC-map,3mazA
1.0,0.152,EPC-map,3mazA
1.1,0.148,EPC-map,3mazA
1.2,0.136,EPC-map,3mazA
1.3,0.133,EPC-map,3mazA
1.4,0.123,EPC-map,3mazA
1.5,0.115,EPC-map,3mazA
0.2,0.857,EPC-map,2hqsC
0.3,0.875,EPC-map,2hqsC
0.4,0.881,EPC-map,2hqsC
0.5,0.792,EPC-map,2hqsC
0.6,0.781,EPC-map,2hqsC
0.7,0.757,EPC-map,2hqsC
0.8,0.753,EPC-map,2hqsC
0.9,0.75,EPC-map,2hqsC
1.0,0.72,EPC-map,2hqsC
1.1,0.684,EPC-map,2hqsC
1.2,0.648,EPC-map,2hqsC
1.3,0.626,EPC-map,2hqsC
1.4,0.624,EPC-map,2hqsC
1.5,0.594,EPC-map,2hqsC
0.2,0.87,EPC-map,3ushA
0.3,0.743,EPC-map,3ushA
0.4,0.574,EPC-map,3ushA
0.5,0.508,EPC-map,3ushA
0.6,0.486,EPC-map,3ushA
0.7,0.439,EPC-map,3ushA
0.8,0.394,EPC-map,3ushA
0.9,0.358,EPC-map,3ushA
1.0,0.339,EPC-map,3ushA
1.1,0.326,EPC-map,3ushA
1.2,0.312,EPC-map,3ushA
1.3,0.294,EPC-map,3ushA
1.4,0.285,EPC-map,3ushA
1.5,0.277,EPC-map,3ushA
0.2,0.375,EPC-map,3c9pA
0.3,0.333,EPC-map,3c9pA
0.4,0.313,EPC-map,3c9pA
0.5,0.262,EPC-map,3c9pA
0.6,0.26,EPC-map,3c9pA
0.7,0.259,EPC-map,3c9pA
0.8,0.227,EPC-map,3c9pA
0.9,0.22,EPC-map,3c9pA
1.0,0.205,EPC-map,3c9pA
1.1,0.194,EPC-map,3c9pA
1.2,0.178,EPC-map,3c9pA
1.3,0.171,EPC-map,3c9pA
1.4,0.171,EPC-map,3c9pA
1.5,0.164,EPC-map,3c9pA
0.2,0.462,EPC-map,2olmA
0.3,0.436,EPC-map,2olmA
0.4,0.34,EPC-map,2olmA
0.5,0.348,EPC-map,2olmA
0.6,0.316,EPC-map,2olmA
0.7,0.301,EPC-map,2olmA
0.8,0.292,EPC-map,2olmA
0.9,0.277,EPC-map,2olmA
1.0,0.256,EPC-map,2olmA
1.1,0.24,EPC-map,2olmA
1.2,0.233,EPC-map,2olmA
1.3,0.227,EPC-map,2olmA
1.4,0.215,EPC-map,2olmA
1.5,0.206,EPC-map,2olmA
0.2,0.739,EPC-map,1zmaA
0.3,0.8,EPC-map,1zmaA
0.4,0.787,EPC-map,1zmaA
0.5,0.678,EPC-map,1zmaA
0.6,0.657,EPC-map,1zmaA
0.7,0.671,EPC-map,1zmaA
0.8,0.628,EPC-map,1zmaA
0.9,0.594,EPC-map,1zmaA
1.0,0.576,EPC-map,1zmaA
1.1,0.566,EPC-map,1zmaA
1.2,0.56,EPC-map,1zmaA
1.3,0.536,EPC-map,1zmaA
1.4,0.515,EPC-map,1zmaA
1.5,0.492,EPC-map,1zmaA
0.2,0.765,EPC-map,1yd0A
0.3,0.731,EPC-map,1yd0A
0.4,0.743,EPC-map,1yd0A
0.5,0.682,EPC-map,1yd0A
0.6,0.604,EPC-map,1yd0A
0.7,0.548,EPC-map,1yd0A
0.8,0.493,EPC-map,1yd0A
0.9,0.475,EPC-map,1yd0A
1.0,0.438,EPC-map,1yd0A
1.1,0.423,EPC-map,1yd0A
1.2,0.406,EPC-map,1yd0A
1.3,0.4,EPC-map,1yd0A
1.4,0.387,EPC-map,1yd0A
1.5,0.368,EPC-map,1yd0A
0.2,0.583,EPC-map,2lepA
0.3,0.556,EPC-map,2lepA
0.4,0.52,EPC-map,2lepA
0.5,0.548,EPC-map,2lepA
0.6,0.568,EPC-map,2lepA
0.7,0.5,EPC-map,2lepA
0.8,0.48,EPC-map,2lepA
0.9,0.482,EPC-map,2lepA
1.0,0.444,EPC-map,2lepA
1.1,0.42,EPC-map,2lepA
1.2,0.387,EPC-map,2lepA
1.3,0.383,EPC-map,2lepA
1.4,0.352,EPC-map,2lepA
1.5,0.33,EPC-map,2lepA
0.2,0.762,EPC-map,1kafA
0.3,0.688,EPC-map,1kafA
0.4,0.535,EPC-map,1kafA
0.5,0.537,EPC-map,1kafA
0.6,0.469,EPC-map,1kafA
0.7,0.413,EPC-map,1kafA
0.8,0.407,EPC-map,1kafA
0.9,0.381,EPC-map,1kafA
1.0,0.361,EPC-map,1kafA
1.1,0.356,EPC-map,1kafA
1.2,0.333,EPC-map,1kafA
1.3,0.314,EPC-map,1kafA
1.4,0.298,EPC-map,1kafA
1.5,0.278,EPC-map,1kafA
0.2,0.792,EPC-map,2dstA
0.3,0.806,EPC-map,2dstA
0.4,0.813,EPC-map,2dstA
0.5,0.787,EPC-map,2dstA
0.6,0.795,EPC-map,2dstA
0.7,0.718,EPC-map,2dstA
0.8,0.68,EPC-map,2dstA
0.9,0.624,EPC-map,2dstA
1.0,0.582,EPC-map,2dstA
1.1,0.545,EPC-map,2dstA
1.2,0.507,EPC-map,2dstA
1.3,0.468,EPC-map,2dstA
1.4,0.447,EPC-map,2dstA
1.5,0.415,EPC-map,2dstA
0.2,0.889,EPC-map,1t0yA
0.3,0.852,EPC-map,1t0yA
0.4,0.889,EPC-map,1t0yA
0.5,0.844,EPC-map,1t0yA
0.6,0.796,EPC-map,1t0yA
0.7,0.746,EPC-map,1t0yA
0.8,0.75,EPC-map,1t0yA
0.9,0.741,EPC-map,1t0yA
1.0,0.667,EPC-map,1t0yA
1.1,0.636,EPC-map,1t0yA
1.2,0.602,EPC-map,1t0yA
1.3,0.564,EPC-map,1t0yA
1.4,0.54,EPC-map,1t0yA
1.5,0.504,EPC-map,1t0yA
0.2,0.2,EPC-map,2jobA
0.3,0.167,EPC-map,2jobA
0.4,0.175,EPC-map,2jobA
0.5,0.137,EPC-map,2jobA
0.6,0.131,EPC-map,2jobA
0.7,0.127,EPC-map,2jobA
0.8,0.111,EPC-map,2jobA
0.9,0.099,EPC-map,2jobA
1.0,0.088,EPC-map,2jobA
1.1,0.089,EPC-map,2jobA
1.2,0.09,EPC-map,2jobA
1.3,0.091,EPC-map,2jobA
1.4,0.092,EPC-map,2jobA
1.5,0.085,EPC-map,2jobA
0.2,0.389,EPC-map,2knjA
0.3,0.37,EPC-map,2knjA
0.4,0.333,EPC-map,2knjA
0.5,0.378,EPC-map,2knjA
0.6,0.315,EPC-map,2knjA
0.7,0.27,EPC-map,2knjA
0.8,0.25,EPC-map,2knjA
0.9,0.222,EPC-map,2knjA
1.0,0.222,EPC-map,2knjA
1.1,0.212,EPC-map,2knjA
1.2,0.213,EPC-map,2knjA
1.3,0.197,EPC-map,2knjA
1.4,0.19,EPC-map,2knjA
1.5,0.193,EPC-map,2knjA
0.2,0.958,EPC-map,2y78A
0.3,0.917,EPC-map,2y78A
0.4,0.875,EPC-map,2y78A
0.5,0.869,EPC-map,2y78A
0.6,0.822,EPC-map,2y78A
0.7,0.8,EPC-map,2y78A
0.8,0.742,EPC-map,2y78A
0.9,0.716,EPC-map,2y78A
1.0,0.656,EPC-map,2y78A
1.1,0.627,EPC-map,2y78A
1.2,0.589,EPC-map,2y78A
1.3,0.57,EPC-map,2y78A
1.4,0.541,EPC-map,2y78A
1.5,0.508,EPC-map,2y78A
0.2,0.857,EPC-map,2jw5A
0.3,0.806,EPC-map,2jw5A
0.4,0.714,EPC-map,2jw5A
0.5,0.679,EPC-map,2jw5A
0.6,0.619,EPC-map,2jw5A
0.7,0.581,EPC-map,2jw5A
0.8,0.56,EPC-map,2jw5A
0.9,0.526,EPC-map,2jw5A
1.0,0.491,EPC-map,2jw5A
1.1,0.457,EPC-map,2jw5A
1.2,0.449,EPC-map,2jw5A
1.3,0.438,EPC-map,2jw5A
1.4,0.412,EPC-map,2jw5A
1.5,0.39,EPC-map,2jw5A
0.2,0.684,EPC-map,2kbiA
0.3,0.517,EPC-map,2kbiA
0.4,0.474,EPC-map,2kbiA
0.5,0.375,EPC-map,2kbiA
0.6,0.328,EPC-map,2kbiA
0.7,0.313,EPC-map,2kbiA
0.8,0.286,EPC-map,2kbiA
0.9,0.253,EPC-map,2kbiA
1.0,0.258,EPC-map,2kbiA
1.1,0.245,EPC-map,2kbiA
1.2,0.233,EPC-map,2kbiA
1.3,0.214,EPC-map,2kbiA
1.4,0.2,EPC-map,2kbiA
1.5,0.193,EPC-map,2kbiA
0.2,0.267,EPC-map,2l5vA
0.3,0.244,EPC-map,2l5vA
0.4,0.183,EPC-map,2l5vA
0.5,0.16,EPC-map,2l5vA
0.6,0.156,EPC-map,2l5vA
0.7,0.143,EPC-map,2l5vA
0.8,0.133,EPC-map,2l5vA
0.9,0.119,EPC-map,2l5vA
1.0,0.113,EPC-map,2l5vA
1.1,0.109,EPC-map,2l5vA
1.2,0.1,EPC-map,2l5vA
1.3,0.092,EPC-map,2l5vA
1.4,0.086,EPC-map,2l5vA
1.5,0.084,EPC-map,2l5vA
0.2,0.0,EPC-map,2wgoA
0.3,0.0,EPC-map,2wgoA
0.4,0.0,EPC-map,2wgoA
0.5,0.0,EPC-map,2wgoA
0.6,0.0,EPC-map,2wgoA
0.7,0.015,EPC-map,2wgoA
0.8,0.013,EPC-map,2wgoA
0.9,0.023,EPC-map,2wgoA
1.0,0.02,EPC-map,2wgoA
1.1,0.019,EPC-map,2wgoA
1.2,0.017,EPC-map,2wgoA
1.3,0.016,EPC-map,2wgoA
1.4,0.022,EPC-map,2wgoA
1.5,0.02,EPC-map,2wgoA
0.2,0.095,EPC-map,2xfvA
0.3,0.125,EPC-map,2xfvA
0.4,0.116,EPC-map,2xfvA
0.5,0.111,EPC-map,2xfvA
0.6,0.094,EPC-map,2xfvA
0.7,0.093,EPC-map,2xfvA
0.8,0.093,EPC-map,2xfvA
0.9,0.082,EPC-map,2xfvA
1.0,0.083,EPC-map,2xfvA
1.1,0.085,EPC-map,2xfvA
1.2,0.078,EPC-map,2xfvA
1.3,0.071,EPC-map,2xfvA
1.4,0.066,EPC-map,2xfvA
1.5,0.074,EPC-map,2xfvA
0.2,0.15,EPC-map,2kkxA
0.3,0.1,EPC-map,2kkxA
0.4,0.075,EPC-map,2kkxA
0.5,0.078,EPC-map,2kkxA
0.6,0.098,EPC-map,2kkxA
0.7,0.141,EPC-map,2kkxA
0.8,0.136,EPC-map,2kkxA
0.9,0.121,EPC-map,2kkxA
1.0,0.127,EPC-map,2kkxA
1.1,0.134,EPC-map,2kkxA
1.2,0.123,EPC-map,2kkxA
1.3,0.114,EPC-map,2kkxA
1.4,0.113,EPC-map,2kkxA
1.5,0.111,EPC-map,2kkxA
0.2,0.813,EPC-map,3fymA
0.3,0.833,EPC-map,3fymA
0.4,0.781,EPC-map,3fymA
0.5,0.732,EPC-map,3fymA
0.6,0.612,EPC-map,3fymA
0.7,0.544,EPC-map,3fymA
0.8,0.477,EPC-map,3fymA
0.9,0.438,EPC-map,3fymA
1.0,0.39,EPC-map,3fymA
1.1,0.367,EPC-map,3fymA
1.2,0.347,EPC-map,3fymA
1.3,0.349,EPC-map,3fymA
1.4,0.325,EPC-map,3fymA
1.5,0.317,EPC-map,3fymA
0.2,0.72,EPC-map,2gu3A
